B02-B02-B02	aback
B03-BAc-RJa	artifice
B03-BAc-RQu	artificial
B03-BAc-RKi	artificially
B03-BAc-RAc	artillery
B03-R02-B02	artist
B03-R02-B03	artistic
B03-R02-B04	artistry
B03-R02-B05	artists
B03-R02-B06	artwork
B03-R02-B07	asbestos
B03-R02-B08	ascend
B03-R02-B09	ascendancy
B03-R02-B10	ascended
B03-R02-BJa	ascending
B03-R02-BQu	ascension
B03-R02-BKi	ascent
B03-R02-BAc	ascertain
B03-R02-R02	ascertained
B03-R02-R03	ascertaining
B03-R02-R04	ascetic
B03-R02-R05	asceticism
B03-R02-R06	ascribe
B03-R02-R07	ascribed
B03-R02-R08	ashamed
B03-R02-R09	ashore
B03-R02-R10	asleep
B03-R02-RJa	asparagus
B03-R02-RQu	aspect
B03-R02-RKi	aspects
B03-R02-RAc	aspen
B03-R03-B02	asphalt
B03-R03-B03	aspiration
B03-R03-B04	aspirations
B03-R03-B05	aspire
B03-R03-B06	aspired
B03-R03-B07	aspirin
B03-R03-B08	aspiring
B03-R03-B09	assailed
B03-R03-B10	assassin
B03-R03-BJa	assassinated
B03-R03-BQu	assault
B03-R03-BKi	assaulted
B03-R03-BAc	assaults
B03-R03-R02	assay
B03-R03-R03	assays
B03-R03-R04	assemblage
B03-R03-R05	assemblages
B03-R03-R06	assemble
B03-R03-R07	assembled
B03-R03-R08	assemblies
B03-R03-R09	assembling
B03-R03-R10	assembly
B03-R03-RJa	assent
B03-R03-RQu	assert
B03-R03-RKi	asserted
B03-R03-RAc	asserting
B03-R04-B02	assertion
B03-R04-B03	assertions
B03-R04-B04	assertive
B03-R04-B05	assertiveness
B03-R04-B06	asserts
B03-R04-B07	assess
B03-R04-B08	assessed
B03-R04-B09	assesses
B03-R04-B10	assessing
B03-R04-BJa	assessments
B03-R04-BQu	asset
B03-R04-BKi	assets
B03-R04-BAc	assign
B03-R04-R02	assigned
B03-R04-R03	assigning
B03-R04-R04	assignment
B03-R04-R05	assignments
B03-R04-R06	assigns
B03-R04-R07	assimilate
B03-R04-R08	assimilated
B03-R04-R09	assimilation
B03-R04-R10	assist
B03-R04-RJa	assistance
B03-R04-RQu	assistant
B03-R04-RKi	assistants
B03-R04-RAc	assisted
B03-R05-B02	assisting
B03-R05-B03	assists
B03-R05-B04	associate
B03-R05-B05	associated
B03-R05-B06	associates
B03-R05-B07	associating
B03-R05-B08	association
B03-R05-B09	associations
B03-R05-B10	associative
B03-R05-BJa	assorted
B03-R05-BQu	assortment
B03-R05-BKi	assume
B03-R05-BAc	assumed
B03-R05-R02	assumes
B03-R05-R03	assuming
B03-R05-R04	assumption
B03-R05-R05	assumptions
B03-R05-R06	assurances
B03-R05-R07	assuredly
B03-R05-R08	assures
B03-R05-R09	asterisk
B03-R05-R10	asthma
B03-R05-RJa	astonished
B03-R05-RQu	astonishing
B03-R05-RKi	astonishment
B03-R05-RAc	astounding
B03-R06-B02	astral
B03-R06-B03	astray
B03-R06-B04	astrology
B03-R06-B05	astronauts
B03-R06-B06	astronomer
B03-R06-B07	astronomers
B03-R06-B08	astronomical
B03-R06-B09	astronomy
B03-R06-B10	astute
B03-R06-BJa	asylum
B03-R06-BQu	asymmetric
B03-R06-BKi	asymmetrical
B03-R06-BAc	asymmetry
B03-R06-R02	asymptotic
B03-R06-R03	asynchronous
B03-R06-R04	atheism
B03-R06-R05	atheist
B03-R06-R06	atherosclerosis
B03-R06-R07	athlete
B03-R06-R08	athletes
B03-R06-R09	athletic
B03-R06-R10	athletics
B03-R06-RJa	atlas
B03-R06-RQu	atmosphere
B03-R06-RKi	atmospheres
B03-R06-RAc	atmospheric
B03-R07-B02	atom
B03-R07-B03	atoms
B03-R07-B04	atonement
B03-R07-B05	atop
B03-R07-B06	atrium
B03-R07-B07	atrocities
B03-R07-B08	atrophy
B03-R07-B09	attach
B03-R07-B10	attached
B03-R07-BJa	attaching
B03-R07-BQu	attachment
B03-R07-BKi	attachments
B03-R07-BAc	attack
B03-R07-R02	attacked
B03-R07-R03	attacker
B03-R07-R04	attackers
B03-R07-R05	attacking
B03-R07-R06	attacks
B03-R07-R07	attain
B03-R07-R08	attainable
B03-R07-R09	attained
B03-R07-R10	attaining
B03-R07-RJa	attainment
B03-R07-RQu	attains
B03-R07-RKi	attempt
B03-R07-RAc	attempted
B03-R08-B02	attempting
B03-R08-B03	attempts
B03-R08-B04	attend
B03-R08-B05	attendance
B03-R08-B06	attendant
B03-R08-B07	attendants
B03-R08-B08	attended
B03-R08-B09	attending
B03-R08-B10	attends
B03-R08-BJa	attention
B03-R08-BQu	attentions
B03-R08-BKi	attentive
B03-R08-BAc	attentively
B03-R08-R02	attenuated
B03-R08-R03	attenuation
B03-R08-R04	attest
B03-R08-R05	attested
B03-R08-R06	attic
B03-R08-R07	attire
B03-R08-R08	attitude
B03-R08-R09	attitudes
B03-R08-R10	attorney
B03-R08-RJa	attorneys
B03-R08-RQu	attract
B03-R08-RKi	attracted
B03-R08-RAc	attracting
B03-R09-B02	attraction
B03-R09-B03	attractions
B03-R09-B04	attractiveness
B03-R09-B05	attracts
B03-R09-B06	attributable
B03-R09-B07	attribute
B03-R09-B08	attributed
B03-R09-B09	attributes
B03-R09-B10	attributing
B03-R09-BJa	attribution
B03-R09-BQu	attributions
B03-R09-BKi	attrition
B03-R09-BAc	attuned
B03-R09-R02	atypical
B03-R09-R03	auburn
B03-R09-R04	auction
B03-R09-R05	auctions
B03-R09-R06	audacity
B03-R09-R07	audible
B03-R09-R08	audience
B03-R09-R09	audiences
B03-R09-R10	audio
B03-R09-RJa	audiovisual
B03-R09-RQu	audit
B03-R09-RKi	audited
B03-R09-RAc	auditing
B03-R10-B02	auditor
B03-R10-B03	auditorium
B03-R10-B04	auditors
B03-R10-B05	auditory
B03-R10-B06	audits
B03-R10-B07	auger
B03-R10-B08	augment
B03-R10-B09	augmentation
B03-R10-B10	augmented
B03-R10-BJa	august
B03-R10-BQu	aura
B03-R10-BKi	auspices
B03-R10-BAc	auspicious
B03-R10-R02	austere
B03-R10-R03	austerity
B03-R10-R04	authentic
B03-R10-R05	authentication
B03-R10-R06	authenticity
B03-R10-R07	author
B03-R10-R08	authored
B03-R10-R09	authoritarian
B03-R10-R10	authoritative
B03-R10-RJa	authorities
B03-R10-RQu	authority
B03-R10-RKi	authorization
B03-R10-RAc	authorize
B03-RJa-B02	authorizes
B03-RJa-B03	authorizing
B03-RJa-B04	authors
B03-RJa-B05	authorship
B03-RJa-B06	autism
B03-RJa-B07	autistic
B03-RJa-B08	auto
B03-RJa-B09	autobiography
B03-RJa-B10	autocratic
B03-RJa-BJa	autograph
B03-RJa-BQu	autoimmune
B03-RJa-BKi	automata
B03-RJa-BAc	automated
B03-RJa-R02	automatic
B03-RJa-R03	automatically
B03-RJa-R04	automation
B03-RJa-R05	automobile
B03-RJa-R06	automobiles
B03-RJa-R07	automotive
B03-RJa-R08	autonomous
B03-RJa-R09	autonomy
B03-RJa-R10	autopsy
B03-RJa-RJa	autumn
B03-RJa-RQu	auxiliaries
B03-RJa-RKi	auxiliary
B03-RJa-RAc	avail
B03-RQu-B02	availability
B03-RQu-B03	avalanche
B03-RQu-B04	avenge
B03-RQu-B05	avenue
B03-RQu-B06	avenues
B03-RQu-B07	average
B03-RQu-B08	averaged
B03-RQu-B09	averages
B03-RQu-B10	averaging
B03-RQu-BJa	averse
B03-RQu-BQu	aversion
B03-RQu-BKi	avert
B03-RQu-BAc	averted
B03-RQu-R02	avian
B03-RQu-R03	aviation
B03-RQu-R04	avid
B03-RQu-R05	avoid
B03-RQu-R06	avoidance
B03-RQu-R07	avoided
B03-RQu-R08	avoiding
B03-RQu-R09	avoids
B03-RQu-R10	avowed
B03-RQu-RJa	await
B03-RQu-RQu	awaited
B03-RQu-RKi	awaiting
B03-RQu-RAc	awaits
B03-RKi-B02	awake
B03-RKi-B03	awaken
B03-RKi-B04	awakened
B03-RKi-B05	awakening
B03-RKi-B06	award
B03-RKi-B07	awarded
B03-RKi-B08	awarding
B03-RKi-B09	awards
B03-RKi-B10	awareness
B03-RKi-BJa	awe
B03-RKi-BQu	awesome
B03-RKi-BKi	awhile
B03-RKi-BAc	awkward
B03-RKi-R02	awkwardly
B03-RKi-R03	awoke
B03-RKi-R04	axe
B03-RKi-R05	axial
B03-RKi-R06	axiom
B03-RKi-R07	axioms
B03-RKi-R08	axle
B03-RKi-R09	axon
B03-RKi-R10	axons
B03-RKi-RJa	aye
B03-RKi-RQu	babe
B03-RKi-RKi	babel
B03-RKi-RAc	babies
B03-RAc-B02	baby
B03-RAc-B03	bachelor
B03-RAc-B04	backbone
B03-RAc-B05	backdrop
B03-RAc-B06	backed
B03-RAc-B07	background
B03-RAc-B08	backgrounds
B03-RAc-B09	backing
B03-RAc-B10	backlash
B03-RAc-BJa	backpack
B03-RAc-BQu	backup
B03-RAc-BKi	backward
B03-RAc-BAc	backwardness
B03-RAc-R02	backwards
B03-RAc-R03	backyard
B03-RAc-R04	bacon
B03-RAc-R05	bacteria
B03-RAc-R06	bacterial
B03-RAc-R07	bacterium
B03-RAc-R08	bad
B03-RAc-R09	bade
B03-RAc-R10	badge
B03-RAc-RJa	badger
B03-RAc-RQu	badly
B03-RAc-RKi	baffled
B03-RAc-RAc	bag
B04-B02-B02	baggage
B04-B02-B03	bags
B04-B02-B04	bail
B04-B02-B05	bait
B04-B02-B06	bake
B04-B02-B07	baked
B04-B02-B08	baker
B04-B02-B09	bakery
B04-B02-B10	baking
B04-B02-BJa	balancing
B04-B02-BQu	balcony
B04-B02-BKi	bald
B04-B02-BAc	bales
B04-B02-R02	ballad
B04-B02-R03	ballads
B04-B02-R04	ballast
B04-B02-R05	ballet
B04-B02-R06	ballistic
B04-B02-R07	balloon
B04-B02-R08	balloons
B04-B02-R09	ballot
B04-B02-R10	ballots
B04-B02-RJa	ballroom
B04-B02-RQu	bamboo
B04-B02-RKi	banana
B04-B02-RAc	bananas
B04-B03-B02	bandage
B04-B03-B03	bandages
B04-B03-B04	banded
B04-B03-B05	bandits
B04-B03-B06	bands
B04-B03-B07	bandwidth
B04-B03-B08	bang
B04-B03-B09	banged
B04-B03-B10	banished
B04-B03-BJa	bank
B04-B03-BQu	banker
B04-B03-BKi	bankers
B04-B03-BAc	banking
B04-B03-R02	bankrupt
B04-B03-R03	bankruptcy
B04-B03-R04	banks
B04-B03-R05	banned
B04-B03-R06	banner
B04-B03-R07	banners
B04-B03-R08	banning
B04-B03-R09	banquet
B04-B03-R10	bantam
B04-B03-RJa	baptism
B04-B03-RQu	baptists
B04-B03-RKi	baptized
B04-B03-RAc	barbarian
B04-B04-B02	barbarians
B04-B04-B03	barbaric
B04-B04-B04	barbarism
B04-B04-B05	barbarous
B04-B04-B06	barbecue
B04-B04-B07	barbed
B04-B04-B08	barber
B04-B04-B09	barbiturates
B04-B04-B10	bard
B04-B04-BJa	bare
B04-B04-BQu	barefoot
B04-B04-BKi	barely
B04-B04-BAc	bargain
B04-B04-R02	bargaining
B04-B04-R03	bargains
B04-B04-R04	barge
B04-B04-R05	barges
B04-B04-R06	barium
B04-B04-R07	barker
B04-B04-R08	barley
B04-B04-R09	barn
B04-B04-R10	barney
B04-B04-RJa	barns
B04-B04-RQu	baron
B04-B04-RKi	barons
B04-B04-RAc	baroque
B04-B05-B02	barracks
B04-B05-B03	barrage
B04-B05-B04	barred
B04-B05-B05	barrel
B04-B05-B06	barrels
B04-B05-B07	barren
B04-B05-B08	barrier
B04-B05-B09	barriers
B04-B05-B10	barring
B04-B05-BJa	barrow
B04-B05-BQu	bars
B04-B05-BKi	bartender
B04-B05-BAc	barter
B04-B05-R02	basal
B04-B05-R03	basalt
B04-B05-R04	baseball
B04-B05-R05	based
B04-B05-R06	baseline
B04-B05-R07	basement
B04-B05-R08	basic
B04-B05-R09	basically
B04-B05-R10	basics
B04-B05-RJa	basil
B04-B05-RQu	basilica
B04-B05-RKi	basin
B04-B05-RAc	basing
B04-B06-B02	basins
B04-B06-B03	basis
B04-B06-B04	basket
B04-B06-B05	basketball
B04-B06-B06	baskets
B04-B06-B07	bass
B04-B06-B08	bat
B04-B06-B09	batch
B04-B06-B10	batches
B04-B06-BJa	bath
B04-B06-BQu	bathe
B04-B06-BKi	bathed
B04-B06-BAc	bathing
B04-B06-R02	bathroom
B04-B06-R03	bathrooms
B04-B06-R04	baths
B04-B06-R05	bathtub
B04-B06-R06	baton
B04-B06-R07	bats
B04-B06-R08	battalion
B04-B06-R09	battalions
B04-B06-R10	batter
B04-B06-RJa	battered
B04-B06-RQu	batteries
B04-B06-RKi	battering
B04-B06-RAc	battery
B04-B07-B02	batting
B04-B07-B03	battle
B04-B07-B04	battlefield
B04-B07-B05	battles
B04-B07-B06	battleship
B04-B07-B07	battling
B04-B07-B08	bay
B04-B07-B09	bays
B04-B07-B10	bazaar
B04-B07-BJa	beach
B04-B07-BQu	beaches
B04-B07-BKi	beacon
B04-B07-BAc	bead
B04-B07-R02	beads
B04-B07-R03	beak
B04-B07-R04	beaker
B04-B07-R05	beam
B04-B07-R06	beamed
B04-B07-R07	beaming
B04-B07-R08	beams
B04-B07-R09	bear
B04-B07-R10	beard
B04-B07-RJa	bearded
B04-B07-RQu	bearer
B04-B07-RKi	bearers
B04-B07-RAc	bearings
B04-B08-B02	bears
B04-B08-B03	beast
B04-B08-B04	beasts
B04-B08-B05	beaten
B04-B08-B06	beating
B04-B08-B07	beats
B04-B08-B08	beau
B04-B08-B09	beauties
B04-B08-B10	beautiful
B04-B08-BJa	beautifully
B04-B08-BQu	beauty
B04-B08-BKi	beaver
B04-B08-BAc	became
B04-B08-R02	beck
B04-B08-R03	beckoned
B04-B08-R04	become
B04-B08-R05	becomes
B04-B08-R06	becoming
B04-B08-R07	bedrock
B04-B08-R08	bedroom
B04-B08-R09	bedrooms
B04-B08-R10	beds
B04-B08-RJa	bedside
B04-B08-RQu	bedtime
B04-B08-RKi	bee
B04-B08-RAc	beech
B04-B09-B02	beef
B04-B09-B03	beer
B04-B09-B04	beers
B04-B09-B05	bees
B04-B09-B06	beet
B04-B09-B07	beetle
B04-B09-B08	beetles
B04-B09-B09	beforehand
B04-B09-B10	beg
B04-B09-BJa	began
B04-B09-BQu	beggar
B04-B09-BKi	beggars
B04-B09-BAc	begged
B04-B09-R02	begging
B04-B09-R03	begin
B04-B09-R04	beginner
B04-B09-R05	beginners
B04-B09-R06	beginning
B04-B09-R07	beginnings
B04-B09-R08	begins
B04-B09-R09	begs
B04-B09-R10	begun
B04-B09-RJa	behalf
B04-B09-RQu	behave
B04-B09-RKi	behaved
B04-B09-RAc	behaves
B04-B10-B02	behaving
B04-B10-B03	behavior
B04-B10-B04	behavioral
B04-B10-B05	beheld
B04-B10-B06	behind
B04-B10-B07	behold
B04-B10-B08	beige
B04-B10-B09	being
B04-B10-B10	beings
B04-B10-BJa	belief
B04-B10-BQu	beliefs
B04-B10-BKi	believe
B04-B10-BAc	believed
B04-B10-R02	believer
B04-B10-R03	believers
B04-B10-R04	believes
B04-B10-R05	believing
B04-B10-R06	bell
B04-B10-R07	belle
B04-B10-R08	belligerent
B04-B10-R09	bellows
B04-B10-R10	bells
B04-B10-RJa	belly
B04-B10-RQu	belong
B04-B10-RKi	belonged
B04-B10-RAc	belonging
B04-BJa-B02	belongings
B04-BJa-B03	belongs
B04-BJa-B04	beloved
B04-BJa-B05	below
B04-BJa-B06	belt
B04-BJa-B07	belts
B04-BJa-B08	bench
B04-BJa-B09	benches
B04-BJa-B10	benchmark
B04-BJa-BJa	benchmarks
B04-BJa-BQu	bend
B04-BJa-BKi	bender
B04-BJa-BAc	bending
B04-BJa-R02	bends
B04-BJa-R03	beneath
B04-BJa-R04	benefactor
B04-BJa-R05	beneficial
B04-BJa-R06	beneficiaries
B04-BJa-R07	beneficiary
B04-BJa-R08	benefit
B04-BJa-R09	benefited
B04-BJa-R10	benefiting
B04-BJa-RJa	benefits
B04-BJa-RQu	benevolence
B04-BJa-RKi	benevolent
B04-BJa-RAc	benign
B04-BQu-B02	bent
B04-BQu-B03	benzene
B04-BQu-B04	bequeathed
B04-BQu-B05	bequest
B04-BQu-B06	bereaved
B04-BQu-B07	bereavement
B04-BQu-B08	berth
B04-BQu-B09	beset
B04-BQu-B10	beside
B04-BQu-BJa	besides
B04-BQu-BQu	besieged
B04-BQu-BKi	best
B04-BQu-BAc	bestow
B04-BQu-R02	bestowed
B04-BQu-R03	beta
B04-BQu-R04	betray
B04-BQu-R05	betrayal
B04-BQu-R06	betrayed
B04-BQu-R07	betraying
B04-BQu-R08	betrays
B04-BQu-R09	bets
B04-BQu-R10	better
B04-BQu-RJa	betting
B04-BQu-RQu	beverage
B04-BQu-RKi	beverages
B04-BQu-RAc	beware
B04-BKi-B02	bewildered
B04-BKi-B03	bewildering
B04-BKi-B04	bewilderment
B04-BKi-B05	beyond
B04-BKi-B06	bias
B04-BKi-B07	biases
B04-BKi-B08	bible
B04-BKi-B09	biblical
B04-BKi-B10	bibliographic
B04-BKi-BJa	bibliographical
B04-BKi-BQu	bibliographies
B04-BKi-BKi	bibliography
B04-BKi-BAc	biceps
B04-BKi-R02	bicycle
B04-BKi-R03	bicycles
B04-BKi-R04	bidder
B04-BKi-R05	bidding
B04-BKi-R06	bids
B04-BKi-R07	biennial
B04-BKi-R08	bifurcation
B04-BKi-R09	big
B04-BKi-R10	bigger
B04-BKi-RJa	biggest
B04-BKi-RQu	bike
B04-BKi-RKi	bikes
B04-BKi-RAc	bilateral
B04-BAc-B02	bilingual
B04-BAc-B03	bill
B04-BAc-B04	billed
B04-BAc-B05	billing
B04-BAc-B06	billings
B04-BAc-B07	billion
B04-BAc-B08	billions
B04-BAc-B09	bills
B04-BAc-B10	binary
B04-BAc-BJa	bind
B04-BAc-BQu	binder
B04-BAc-BKi	binding
B04-BAc-BAc	binds
B04-BAc-R02	binge
B04-BAc-R03	binoculars
B04-BAc-R04	binomial
B04-BAc-R05	biochemical
B04-BAc-R06	biochemistry
B04-BAc-R07	biodiversity
B04-BAc-R08	biofeedback
B04-BAc-R09	biographer
B04-BAc-R10	biographical
B04-BAc-RJa	biographies
B04-BAc-RQu	biological
B04-BAc-RKi	biologically
B04-BAc-RAc	biologist
B04-R02-B02	biologists
B04-R02-B03	biology
B04-R02-B04	biomedical
B04-R02-B05	biopsies
B04-R02-B06	biopsy
B04-R02-B07	biosphere
B04-R02-B08	biotechnology
B04-R02-B09	bipolar
B04-R02-B10	birch
B04-R02-BJa	bird
B04-R02-BQu	birds
B04-R02-BKi	birthday
B04-R02-BAc	birthplace
B04-R02-R02	births
B04-R02-R03	biscuit
B04-R02-R04	biscuits
B04-R02-R05	bisexual
B04-R02-R06	bishops
B04-R02-R07	bison
B04-R02-R08	bite
B04-R02-R09	bites
B04-R02-R10	biting
B04-R02-RJa	bitmap
B04-R02-RQu	bitten
B04-R02-RKi	bitter
B04-R02-RAc	bitterly
B04-R03-B02	bitterness
B04-R03-B03	bizarre
B04-R03-B04	black
B04-R03-B05	blackboard
B04-R03-B06	blackened
B04-R03-B07	blackmail
B04-R03-B08	blackness
B04-R03-B09	blacksmith
B04-R03-B10	blade
B04-R03-BJa	blades
B04-R03-BQu	blame
B04-R03-BKi	blamed
B04-R03-BAc	blaming
B04-R03-R02	bland
B04-R03-R03	blank
B04-R03-R04	blanket
B04-R03-R05	blankets
B04-R03-R06	blanks
B04-R03-R07	blasphemy
B04-R03-R08	blast
B04-R03-R09	blasted
B04-R03-R10	blasting
B04-R03-RJa	blatant
B04-R03-RQu	blaze
B04-R03-RKi	blazed
B04-R03-RAc	blazing
B04-R04-B02	bleached
B04-R04-B03	bleak
B04-R04-B04	bleed
B04-R04-B05	bleeding
B04-R04-B06	blend
B04-R04-B07	blended
B04-R04-B08	blender
B04-R04-B09	blending
B04-R04-B10	blends
B04-R04-BJa	bless
B04-R04-BQu	blessed
B04-R04-BKi	blessing
B04-R04-BAc	blessings
B04-R04-R02	blew
B04-R04-R03	blight
B04-R04-R04	blind
B04-R04-R05	blinded
B04-R04-R06	blinding
B04-R04-R07	blindly
B04-R04-R08	blindness
B04-R04-R09	blinds
B04-R04-R10	blink
B04-R04-RJa	blinked
B04-R04-RQu	blinking
B04-R04-RKi	bliss
B04-R04-RAc	bloc
B04-R05-B02	block
B04-R05-B03	blockade
B04-R05-B04	blockage
B04-R05-B05	blocked
B04-R05-B06	blocking
B04-R05-B07	blocks
B04-R05-B08	blond
B04-R05-B09	blonde
B04-R05-B10	blood
B04-R05-BJa	blooded
B04-R05-BQu	bloodshed
B04-R05-BKi	bloodstream
B04-R05-BAc	bloody
B04-R05-R02	bloom
B04-R05-R03	blooming
B04-R05-R04	blooms
B04-R05-R05	blossom
B04-R05-R06	blossoms
B04-R05-R07	blot
B04-R05-R08	blouse
B04-R05-R09	blow
B04-R05-R10	blowing
B04-R05-RJa	blown
B04-R05-RQu	blows
B04-R05-RKi	blue
B04-R05-RAc	blueprint
B04-R06-B02	blues
B04-R06-B03	bluff
B04-R06-B04	bluish
B04-R06-B05	blunt
B04-R06-B06	bluntly
B04-R06-B07	blur
B04-R06-B08	blurred
B04-R06-B09	blurring
B04-R06-B10	blurted
B04-R06-BJa	blush
B04-R06-BQu	blushed
B04-R06-BKi	boar
B04-R06-BAc	boarded
B04-R06-R02	boarding
B04-R06-R03	boards
B04-R06-R04	boas
B04-R06-R05	boast
B04-R06-R06	boasted
B04-R06-R07	boasting
B04-R06-R08	boasts
B04-R06-R09	boating
B04-R06-R10	boats
B04-R06-RJa	bobby
B04-R06-RQu	bodily
B04-R06-RKi	bog
B04-R06-RAc	bohemian
B04-R07-B02	boil
B04-R07-B03	boiled
B04-R07-B04	boiler
B04-R07-B05	boilers
B04-R07-B06	boiling
B04-R07-B07	boils
B04-R07-B08	bold
B04-R07-B09	boldly
B04-R07-B10	boldness
B04-R07-BJa	bolster
B04-R07-BQu	bolt
B04-R07-BKi	bolted
B04-R07-BAc	bolts
B04-R07-R02	bomb
B04-R07-R03	bombardment
B04-R07-R04	bombed
B04-R07-R05	bomber
B04-R07-R06	bombings
B04-R07-R07	bombs
B04-R07-R08	bond
B04-R07-R09	bonded
B04-R07-R10	bonding
B04-R07-RJa	bonds
B04-R07-RQu	bones
B04-R07-RKi	bonnet
B04-R07-RAc	bonus
B04-R08-B02	bonuses
B04-R08-B03	boo
B04-R08-B04	booked
B04-R08-B05	booking
B04-R08-B06	bookkeeping
B04-R08-B07	booklet
B04-R08-B08	bookstore
B04-R08-B09	bookstores
B04-R08-B10	boom
B04-R08-BJa	booming
B04-R08-BQu	boon
B04-R08-BKi	boost
B04-R08-BAc	boosted
B04-R08-R02	booster
B04-R08-R03	boot
B04-R08-R04	booth
B04-R08-R05	booths
B04-R08-R06	boots
B04-R08-R07	border
B04-R08-R08	bordered
B04-R08-R09	bordering
B04-R08-R10	borderline
B04-R08-RJa	borders
B04-R08-RQu	bore
B04-R08-RKi	boredom
B04-R08-RAc	boron
B04-R09-B02	borough
B04-R09-B03	borrow
B04-R09-B04	borrowed
B04-R09-B05	borrower
B04-R09-B06	borrowers
B04-R09-B07	borrowing
B04-R09-B08	boss
B04-R09-B09	bosses
B04-R09-B10	botanical
B04-R09-BJa	botany
B04-R09-BQu	bother
B04-R09-BKi	bothered
B04-R09-BAc	bothering
B04-R09-R02	bottle
B04-R09-R03	bottled
B04-R09-R04	bottles
B04-R09-R05	bottom
B04-R09-R06	bottoms
B04-R09-R07	bought
B04-R09-R08	boulder
B04-R09-R09	boulders
B04-R09-R10	boulevard
B04-R09-RJa	bounce
B04-R09-RQu	bounced
B04-R09-RKi	bouncing
B04-R09-RAc	boundaries
B04-R10-B02	boundary
B04-R10-B03	bounding
B04-R10-B04	boundless
B04-R10-B05	bounds
B04-R10-B06	bounty
B04-R10-B07	bouquet
B04-R10-B08	bourbon
B04-R10-B09	bourgeois
B04-R10-B10	bourgeoisie
B04-R10-BJa	bout
B04-R10-BQu	bouts
B04-R10-BKi	bovine
B04-R10-BAc	bowed
B04-R10-R02	bower
B04-R10-R03	bowing
B04-R10-R04	bowl
B04-R10-R05	bowling
B04-R10-R06	bowls
B04-R10-R07	bowman
B04-R10-R08	boxer
B04-R10-R09	boxes
B04-R10-R10	boxing
B04-R10-RJa	boycott
B04-R10-RQu	boyfriend
B04-R10-RKi	boyhood
B04-R10-RAc	bra
B04-RJa-B02	bracelet
B04-RJa-B03	bracket
B04-RJa-B04	brackets
B04-RJa-B05	braid
B04-RJa-B06	braided
B04-RJa-B07	brain
B04-RJa-B08	brains
B04-RJa-B09	brainstorming
B04-RJa-B10	brake
B04-RJa-BJa	brakes
B04-RJa-BQu	bran
B04-RJa-BKi	branch
B04-RJa-BAc	branched
B04-RJa-R02	branches
B04-RJa-R03	branching
B04-RJa-R04	brand
B04-RJa-R05	branded
B04-RJa-R06	branding
B04-RJa-R07	brands
B04-RJa-R08	brandy
B04-RJa-R09	brass
B04-RJa-R10	brave
B04-RJa-RJa	bravely
B04-RJa-RQu	bravery
B04-RJa-RKi	bravo
B04-RJa-RAc	bray
B04-RQu-B02	breach
B04-RQu-B03	breached
B04-RQu-B04	breaches
B04-RQu-B05	bread
B04-RQu-B06	breadth
B04-RQu-B07	breakdown
B04-RQu-B08	breaker
B04-RQu-B09	breakers
B04-RQu-B10	breakfast
B04-RQu-BJa	breaking
B04-RQu-BQu	breakthrough
B04-RQu-BKi	breakup
B04-RQu-BAc	breath
B04-RQu-R02	breathe
B04-RQu-R03	breathed
B04-RQu-R04	breathing
B04-RQu-R05	breathless
B04-RQu-R06	breaths
B04-RQu-R07	breathtaking
B04-RQu-R08	bred
B04-RQu-R09	breeches
B04-RQu-R10	breed
B04-RQu-RJa	breeder
B04-RQu-RQu	breeders
B04-RQu-RKi	breeding
B04-RQu-RAc	breeds
B04-RKi-B02	breeze
B04-RKi-B03	brethren
B04-RKi-B04	brevity
B04-RKi-B05	brew
B04-RKi-B06	brewer
B04-RKi-B07	brewery
B04-RKi-B08	brewing
B04-RKi-B09	bribe
B04-RKi-B10	bribery
B04-RKi-BJa	bribes
B04-RKi-BQu	brick
B04-RKi-BKi	bricks
B04-RKi-BAc	bridal
B04-RKi-R02	bride
B04-RKi-R03	bridegroom
B04-RKi-R04	brides
B04-RKi-R05	bridge
B04-RKi-R06	bridges
B04-RKi-R07	bridging
B04-RKi-R08	bridle
B04-RKi-R09	brief
B04-RKi-R10	briefcase
B04-RKi-RJa	briefing
B04-RKi-RQu	briefly
B04-RKi-RKi	briefs
B04-RKi-RAc	brig
B04-RAc-B02	brigade
B04-RAc-B03	brigades
B04-RAc-B04	bright
B04-RAc-B05	brightened
B04-RAc-B06	brighter
B04-RAc-B07	brightest
B04-RAc-B08	brightly
B04-RAc-B09	brightness
B04-RAc-B10	brilliance
B04-RAc-BJa	brilliant
B04-RAc-BQu	brilliantly
B04-RAc-BKi	brim
B04-RAc-BAc	brine
B04-RAc-R02	bring
B04-RAc-R03	brings
B04-RAc-R04	brink
B04-RAc-R05	brisk
B04-RAc-R06	briskly
B04-RAc-R07	brittle
B04-RAc-R08	broadband
B04-RAc-R09	broadcast
B04-RAc-R10	broadcasters
B04-RAc-RJa	broadcasting
B04-RAc-RQu	broadcasts
B04-RAc-RKi	broaden
B04-RAc-RAc	broadened
B05-B02-B02	broadening
B05-B02-B03	broader
B05-B02-B04	broadest
B05-B02-B05	broadly
B05-B02-B06	broccoli
B05-B02-B07	brochure
B05-B02-B08	brochures
B05-B02-B09	broke
B05-B02-B10	broker
B05-B02-BJa	brokerage
B05-B02-BQu	brokers
B05-B02-BKi	bromide
B05-B02-BAc	bronchial
B05-B02-R02	bronchitis
B05-B02-R03	bronze
B05-B02-R04	brood
B05-B02-R05	brooding
B05-B02-R06	brook
